Claim Text,Source of Verification,url,Given Label,Filtered Label
"MPs in the UK have awarded themselves a £10,000 bonus to cover ‘expenses’ during the Covid-19 crisis.",fullfact.org,https://fullfact.org/online/new-zealand-pay-cut-mps-uk-coronavirus/,"Incorrect. MPs’ pay is regulated by the Independent Parliamentary Standards Authority, which has increased the amount MPs can claim in expenses for office and staff costs by £10,000 to cover additional costs needed to set up remote working.  MPs did not get to decide on this increase and  do not have to claim it.",false
Trump says he can't handle his people and needs Duterte to solve COVID-19 crisis,factrakers.org,https://www.factrakers.org/post/trump-didn-t-say-he-can-t-handle-americans-needs-duterte-s-help,False,false
Italian police arrested a man for breaking Coronavirus lockdown.,boomlive.in,https://www.boomlive.in/world/false-italian-police-forcibly-arrested-a-man-for-breaking-lockdown-7741,False,false
Johns Hopkins has issued a list of precautions around coronavirus,boomlive.in,https://www.boomlive.in/fake-news/johns-hopkins-distances-itself-from-viral-list-of-covid-19-precautions-7746,False,false
Video of Indian rupee notes scattered by a Muslim person in Indore to spread coronavirus,altnews.in,https://www.altnews.in/video-of-currency-notes-found-on-indore-road-shared-with-false-claim-that-it-was-muslims-conspiracy-to-spread-coronavirus/,False,false
Government-approved immunity booster for COVID-19 sold online,factcheck.afp.com,https://factcheck.afp.com/philippine-regulators-deny-supplement-approved-and-warn-against-deceptive-marketing-related-covid-19,False,false
WHO recommends drinking alcohol to prevent coronavirus,factcheck.afp.com,https://factcheck.afp.com/kenya-governor-quotes-non-existent-who-research-defend-alcohol-donations,False,false
A woman doctor died after being beaten by a Muslim mob while trying to administer novel coronavirus tests in Uttar Pradesh.,factcheck.afp.com,https://factcheck.afp.com/late-pharmacists-husband-and-local-indian-authorities-said-her-death-was-not-result-pandemic-related,False,false
A charitable hospital in Pakistan charged patients for novel coronavirus tests.,boomlive.in,https://www.boomlive.in/world/did-imran-khans-non-profit-hospital-charge-patients-for-covid-19-tests-7750,Misleading,false
This photo shows throat infected with novel coronavirus,factcheck.afp.com,https://factcheck.afp.com/photo-does-not-show-throat-infected-novel-coronavirus,False,false
The doctored video features Saddam Hussein revealing the USA threatened to spread the novel coronavirus in Iraq.,boomlive.in,https://www.boomlive.in/world/saddam-hussein-video-doctored-to-include-coronavirus-reference-7740,False,false
Gargling with bleach can cure coronavirus,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-post-claiming-gargling-with-bleach-can-cure-coronavirus-is-fake/,False,false
Muslims scattered currency notes on a road in Indore to spread coronavirus,factly.in,https://factly.in/video-of-currency-notes-scattered-on-a-road-in-indore-is-falsely-shared-as-muslims-action-to-spread-coronavirus/,FALSE,false
Germany has sent a bill to China for “coronavirus damages”.,fullfact.org,https://fullfact.org/health/coronavirus-damages-germany/,"Incorrect. A German newspaper drew up a mock bill but the German government has not sent a bill, as suggested.",false
Bhagalpur Central Jail police officer tested positive for coronavirus,thequint.com,https://www.thequint.com/news/webqoof/covid-19-case-in-jail-premises-fact-check,False,false
Australian supermarkets have banned Chinese people during the Coronavirus pandemic.,boomlive.in,https://www.boomlive.in/world/did-australian-stores-ban-chinese-customers-due-to-covid-19-7744,False,false
Photo shows euthanised COVID-19 patients,factcheck.afp.com,https://factcheck.afp.com/photo-was-taken-us-television-series-walking-dead,False,false
Woman inside a Reliance store in Delhi's Rani Bagh attempting to spread coronavirus,altnews.in,https://www.altnews.in/videos-of-mentally-disable-woman-in-a-reliance-store-at-rani-bagh-delhi-falsely-shared-that-she-is-trying-to-spread-coronavirus/,False,false
Family committed suicide in Surat due to hunger during coronavirus lockdown,altnews.in,https://www.altnews.in/old-unrelated-photo-shared-as-family-commits-suicide-in-surat-due-to-hunger-during-lockdown/,False,false
The coronavirus is fake,bbc.com,https://www.bbc.com/news/52310194,The claim is false - coronavirus does exist,false
Video contains claims that the new coronavirus was created in a lab,bbc.com,https://www.bbc.com/news/52310194,"Scientific analysis of the evidence shows the virus came from animals, and was not man-made",false
"'Tuob'--steam therapy--kills the coronavirus, which dies at 27 degrees Celsius",factrakers.org,https://www.factrakers.org/post/tuob-steam-therapy-doesn-t-kill-coronavirus,False,false
"The BCG jab could make you ""75% protected"" against Covid-19.",bbc.com,https://www.bbc.com/news/52310194,The World Health Organization says there is no evidence the BCG prevents Covid-19 infection,false
Bill Gates owns a patent on coronavirus,bbc.com,https://www.bbc.com/news/52310194,This claim is false,false
TikTok user Shadab Khan showing how to spread coronavirus,altnews.in,https://www.altnews.in/old-video-of-tiktok-user-shadab-khan-falsely-shared-as-him-showing-how-to-spread-coronavirus/,False,false
This photo shows food parcels handed out for the coronavirus lockdown in Rwanda,factcheck.afp.com,https://factcheck.afp.com/old-picture-taken-pandemic,False,false
Tonic water and zinc cure COVID-19,factcheck.afp.com,https://factcheck.afp.com/false-zinc-and-tonic-covid-19-cure-floods-social-media,False,false
Inhaling steam of orange peels and sea salt will kill coronavirus,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-post-claiming-inhaling-steam-of-orange-peels-and-sea-salt-will-kill-coronavirus-is-fake/,False,false
Photo shows dead COVID-19 victims,factcheck.afp.com,https://factcheck.afp.com/photo-actually-shows-victims-2004-boxing-day-tsunami-thailand,Misleading,false
Bihar health department has confirmed poultry chicken as the source of coronavirus,thequint.com,https://www.thequint.com/news/webqoof/bihar-confirms-chicken-as-source-of-covid-19-fake-newspaper-clipping-goes-viral,False,false
"""The United States has achieved a significant lower [COVID-19] mortality rate than almost all other countries.""",factcheck.org,https://www.factcheck.org/2020/04/trumps-inaccurate-covid-19-death-rate-comparison/,Not What Data Show,false
Jaaved Jaaferi has tweeted that Hindus are being intolerant by refusing to buy fruits and vegetables from Muslim vendors since not all are positive for novel coronavirus. He has also accused Hindus of spreading hatred.,thelogicalindian.com,https://thelogicalindian.com/fact-check/jaaved-jaaferi-hindus-intolerant-muslim-vendors-coronavirus-hatred-20656,False,false
"“We are testing more people per capita than South Korea, the United Kingdom, France, Japan, Sweden, Finland and many other countries.""",nytimes.com,https://www.nytimes.com/2020/05/11/us/politics/white-house-masks-trump-coronavirus.html,This is misleading.,false
"Due to COVID-19 outbreak, UPSC has cancelled the examinations",factly.in,https://factly.in/the-news-regarding-upsc-cancelling-examinations-is-false/,FALSE,false
"""There was credible information to suspect human-to-human transmission in December 2019, which should have spurred the WHO to investigate, and investigate immediately. ... Through the middle of January, it parroted and publicly endorsed the idea that there was not human-to-human transmission happening despite reports and clear evidence to the contrary.""",politifact.com,https://www.politifact.com/article/2020/apr/16/fact-checking-donald-trumps-criticism-world-health/,No clear early evidence,false
"If you ask Amazon’s Alexa about the origin of the coronavirus pandemic, it says “the government planned” it.",politifact.com,https://www.politifact.com/factchecks/2020/apr/16/facebook-posts/no-amazons-alexa-doesnt-say-government-planned-cor/,False,false
"Satyendra Jain said that of the 30,000 in the Markaz, not even one person was found coronavirus positive",thequint.com,https://www.thequint.com/news/webqoof/delhi-health-minister-satyendra-jain-misquoted-to-claim-none-from-markaz-coronavirus-positive,False,false
Facebook Put Warnings on ‘40M Misleading COVID-19 Posts’ in March,thequint.com,https://www.thequint.com/news/webqoof/facebook-put-warnings-on-40-million-misleading-covid-19-posts-in-march,False,false
Muslim woman spit inside houses in Rajasthan's Kota to spread coronavirus,altnews.in,https://www.altnews.in/video-of-woman-spitting-inside-houses-in-rajasthans-kota-given-false-anti-muslim-angle/,False,false
"""The (WHO) told us, when we put on our travel ban — a very strong travel ban — there was no need to do it. ‘Don’t do it.’ They actually fought us.""",politifact.com,https://www.politifact.com/article/2020/apr/16/fact-checking-donald-trumps-criticism-world-health/,"No fight, just policy",false
Pakistani forces apprehend COVID-19 quarantine escapees,factcheck.afp.com,https://factcheck.afp.com/video-has-circulated-reports-about-pakistani-police-and-security-forces-conducting-training-drill,Misleading,false
The Prime Minister may not have had Covid-19 and when he was admitted to hospital staff were asked to sign the Official Secrets Act and two who refused were dismissed.,fullfact.org,https://fullfact.org/online/false-post-boris-johnson-hospital-official-secrets/,This is incorrect. It is based on a satirical blog post.,false
Applying heat to your skin or throat kills the virus that causes COVID-19.,sites.nationalacademies.org,https://sites.nationalacademies.org/BasedOnScience/Heating-your-skin-will-not-kill-the-coronavirus/index.htm,False,false
An American CEO has re-designed a map of India according to population of states to show how India is indirectly combatting the COVID-19 situation of many countries,thequint.com,https://www.thequint.com/news/webqoof/re-designed-map-of-india-shared-with-coronavirus-context-to-praise-modis-handling-of-situation-fact-check,False,false
Says Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”,politifact.com,https://www.politifact.com/factchecks/2020/apr/15/facebook-posts/facebook-posts-falsely-claim-dr-fauci-has-millions/,False,false
A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,politifact.com,https://www.politifact.com/factchecks/2020/apr/15/viral-image/no-isnt-photo-italian-nurses-kissing-hospital/,False,false
Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,politifact.com,https://www.politifact.com/factchecks/2020/apr/15/facebook-posts/covid-order-doesnt-ban-gardening-or-sale-seeds-and/,False,false
Video shows people from Afghanistan entering Pakistan without being tested for the novel Coronavirus.,boomlive.in,https://www.boomlive.in/world/coronavirus/false-afghan-nationals-enter-pakistan-without-testing-for-covid-19-7684,False,false
A video of people storming into a store shows people panic buying in Malaysia during the countrys novel Coronavirus lockdown.,boomlive.in,https://www.boomlive.in/world/coronavirus/video-of-black-friday-sale-shared-as-panic-buying-in-malaysia-lockdown-7688,False,false
Neem leaves can cure COVID-19 and its symptoms,factcheck.afp.com,https://factcheck.afp.com/no-scientific-evidence-neem-leaves-can-cure-covid-19-and-its-symptoms-doctors-say,False,false
Over 200 doctors and nurses have died in Italy owing to coronavirus,thequint.com,https://www.thequint.com/news/webqoof/still-from-tv-show-used-to-claim-over-200-medics-dead-in-italy-fact-check,False,false
"The $1,200 coronavirus relief checks this year are “just an advance on your next tax return. … Next year, you're automatically going to owe $1,200 come tax season.”",politifact.com,https://www.politifact.com/factchecks/2020/apr/15/youtube-videos/no-you-dont-have-pay-back-your-stimulus-check/,False,false
Report quotes Duterte saying COVID-19 cash assistance is complete,factcheck.afp.com,https://factcheck.afp.com/graphic-purported-quote-philippine-president-rodrigo-duterte-has-been-doctored,False,false
COVID-19 cure discovered in the Philippines,factcheck.afp.com,https://factcheck.afp.com/philippine-authorities-warn-anti-viral-injection-has-not-yet-been-approved-treating-covid-19,Misleading,false
Secretary of Pope Francis holds “blessing ceremony” for US President Trump during COVID-19 pandemic,factcheck.afp.com,https://factcheck.afp.com/video-shows-president-trump-us-pastor-white-house-event-september-2017,False,false
Three decades old Class 12th textbook lists treatment for COVID-19.,boomlive.in,https://www.boomlive.in/world/coronavirus/school-textbook-lists-cure-for-coronavirus-a-factcheck-7695,False,false
Son of South Sudan chief justice critically ill with coronavirus,factcheck.afp.com,https://factcheck.afp.com/south-sudans-chief-justice-and-his-family-tested-negative-covid-19,False,false
"Indian government has enacted the Disaster Management Act which makes publishing posts on the novel coronavirus, or COVID-19, a punishable offence",factcheck.afp.com,https://factcheck.afp.com/new-hoax-circulates-online-india-has-outlawed-social-media-posts-about-covid-19,False,false
Image of map of India redesigned by an American CEO praising the Government of India for its effective handling of the COVID-19 crisis,factly.in,https://factly.in/old-image-falsely-shared-as-map-of-india-redesigned-by-an-american-ceo-to-show-indias-effective-handling-of-the-covid-19-crisis/,FALSE,false
"“What does 5G do? What does 4G do that 5G but even more? It poisons the cells, which get poisoned by technological electromagnetic fields.”",polygraph.info,https://www.polygraph.info/a/completely-bogus-claim-that-5g-tech-invites-coronavirus-/30554491.html,False,false
Afghan nationals entering Pakistan without COVID-19 screening,factcheck.afp.com,https://factcheck.afp.com/video-shows-afghan-nationals-leaving-pakistan-during-temporary-opening-border,False,false
Video shows youth beaten up during the COVID-19 lockdown,boomlive.in,https://www.boomlive.in/fast-check/two-year-old-video-from-up-revived-with-false-lockdown-claim-7676,False,false
Malaysia distributes money to all citizens and waives electricity bills for six months during coronavirus pandemic,factcheck.afp.com,https://factcheck.afp.com/false-claim-circulates-malaysia-will-give-money-all-citizens-and-waive-electric-bills-during-covid,Misleading,false
A video shows a “gay party in Italy few weeks before COVID-19.”,politifact.com,https://www.politifact.com/factchecks/2020/apr/14/viral-image/isnt-video-gay-party-italy-just-pandemic/,False,false
Northern Irish newspaper published report on Indian Mulsim leader Maulana Saad's donation to PM Modi's novel coronavirus relief fund,factcheck.afp.com,https://factcheck.afp.com/image-newspaper-front-page-has-been-doctored,False,false
"This video shows Muslims spreading the novel coronavirus, COVID-19 by smearing saliva on plates and utensils in Delhi",factcheck.afp.com,https://factcheck.afp.com/2018-video-shows-bohra-muslims-practicing-dining-etiquette-mumbai,False,false
Video of Uttar Pradesh Police catching ‘Coronavirus jihadists’ at Chor Bazaar,factly.in,https://factly.in/video-of-an-anti-terror-attack-mock-drill-is-being-shared-as-coronavirus-jihadists-arrested-in-up/,FALSE,false
"Musicians from various religious backgrounds come together in New Zealand to perform and recite the 99 names of God in Arabic in Islamic tradition, during the novel Coronavirus pandemic.",boomlive.in,https://www.boomlive.in/world/coronavirus/musicians-in-new-zealand-recite-allahs-name-against-coronavirus-7682,False,false
Indian school textbook by Ramesh Gupta lists treatments for COVID-19,factcheck.afp.com,https://factcheck.afp.com/hoax-circulates-online-old-indian-textbook-lists-treatments-covid-19,Misleading,false
Noor Mohammad from MP's Khargone hid his travel history to Nizamuddin and died of COVID-19 on March 28,altnews.in,https://www.altnews.in/republic-bharat-noor-mohammad-dead-coronavirus-madhya-pradesh-khargone/,False,false
Recovered Sri Lankan coronavirus patient from Puttlam violates health instructions and wanders in village,factcheck.afp.com,https://factcheck.afp.com/sri-lankan-health-authorities-said-covid-19-survivor-sought-shelter-relatives-home-after-consulting,Misleading,false
"If you are in the UK and under coronavirus lockdown with an abusive partner dial 999, wait to be connected, press 55 & hang up.",fullfact.org,https://fullfact.org/crime/dial-999-silent-call-hang-up/,"You will only be prompted to press 55 on a silent call from a mobile. And you should not hang up after typing 55. You should try and cough, tap the handset or whisper to communicate on an emergency call if possible.",false
‘Jihadi’ misbehaving with doctors in India amid coronavirus,thequint.com,https://www.thequint.com/news/webqoof/woman-attack-medical-staff-in-india-no-video-is-from-pakistan-sindh-sukkur-qaurantine-centre,False,false
A newborn stood up and told people to eat hard-boiled eggs to protect them from COVID-19,verafiles.org,https://verafiles.org/articles/vera-files-fact-check-post-talking-newborn-saying-hard-boile,False,false
"Says the Asian, Hong Kong, swine and bird flus each “killed more people than coronavirus.”",politifact.com,https://www.politifact.com/factchecks/2020/apr/14/facebook-posts/too-soon-compare-number-covid-deaths-past-outbreak/,False,false
“Everyone is only dying of coronavirus now.”,politifact.com,https://www.politifact.com/factchecks/2020/apr/14/candace-owens/covid-19-skeptics-say-theres-overcount-doctors-fie/,False,false
"“So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe, NOT China.""",factcheck.org,https://www.factcheck.org/2020/04/trump-falsely-distorts-new-york-times-covid-19-science-story/,False,false
Hydroxychloroquine found 100 per cent in Kalonji seeds so it can cure coronavirus,thequint.com,https://www.thequint.com/news/webqoof/no-data-to-support-experts-on-hcq-kalonji-seeds-can-cure-covid-19-fact-check,False,false
Suggests Trump urged sick people to get out and vote during COVID-19 pandemic,politifact.com,https://www.politifact.com/factchecks/2020/apr/13/tweets/2016-video-trump-urging-sick-people-vote-resurface/,False,false
Kalonji seeds have hydroxychloroquine and should be consumed with honey to keep coronavirus away,boomlive.in,https://www.boomlive.in/coronavirus-outbreak/hydroxychloroquine-found-in-kalonji-seeds-not-quite-7631,Misleading,false
Madhya Pradesh man died of coronavirus,thequint.com,https://www.thequint.com/news/webqoof/media-outlets-falsely-claim-madhya-pradesh-man-died-of-covid-19-fact-check,False,false
French Astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020,factly.in,https://factly.in/no-evidence-to-suggest-that-nostradamus-had-predicted-the-outbreak-of-coronavirus-in-2020/,FALSE,false
WHO warns against consuming cabbage to prevent COVID-19,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-no-who-didnt-warn-against-consuming-cabbage-to-prevent-covid-19/,False,false
An old newspaper clipping reports that two novels published in 1981 and 2008 predicted the COVID-19 pandemic,verafiles.org,https://verafiles.org/articles/vera-files-fact-check-old-news-report-claiming-2-novels-pred,Misleading,false
Says video of body bags being dumped in a ditch shows the “situation in Italy” due to the coronavirus.,politifact.com,https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/no-video-doesnt-show-italys-covid-19-victims-body-/,False,false
CLAIM: The report on risk analysis presented to the German assembly in 2012 mentions the new coronavirus epidemic (COVID-19).,teyit.org,https://teyit.org/en/does-the-report-presented-to-the-german-assembly-in-2012-mention-the-epidemic-of-the-new-coronavirus/,FALSE,false
“Same little boy died of COVID-19 in three different countries. Still don’t believe the media is #fakenews?”,politifact.com,https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/doctored-images-coronavirus-post-exploit-boys-suic/,Pants on Fire,false
“Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.”,politifact.com,https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/no-seven-children-senegal-didnt-die-after-covid-19/,False,false
CLAIM: Quran was recited in the White House for the new coronavirus epidemic.,teyit.org,https://teyit.org/en/does-the-video-show-that-they-recited-prays-for-the-new-coronavirus-in-america/,FALSE,false
"""We are now doing more testing than all other countries combined.""",nytimes.com,https://www.nytimes.com/2020/05/07/us/politics/trump-coronavirus-fact-check.html,False.,false
"""The other administration, the last administration, left us nothing. We didn’t have ventilators. We didn’t have medical equipment. We didn’t have testing""",nytimes.com,https://www.nytimes.com/2020/05/07/us/politics/trump-coronavirus-fact-check.html,False.,false
"Models that showed rising death tolls ""are talking about without mitigation.”",nytimes.com,https://www.nytimes.com/2020/05/07/us/politics/trump-coronavirus-fact-check.html,False.,false
"“I closed our country to China. Nancy Pelosi was, a month later, saying, ‘It’s going to pass.’ Everybody — even Tony Fauci was saying, ‘It’s going to pass, not going to be a big deal.’”",nytimes.com,https://www.nytimes.com/2020/05/07/us/politics/trump-coronavirus-fact-check.html,False.,false
"One study questioned the use of hydroxychloroquine ""but there was studies that came out that say it’s very good, too.""",nytimes.com,https://www.nytimes.com/2020/05/07/us/politics/trump-coronavirus-fact-check.html,This is misleading.,false
US intelligence intercepts data on 21M coronavirus deaths in China,factrakers.org,https://www.factrakers.org/post/ph-posts-amplify-false-story-on-21m-coronavirus-deaths-in-china,False,false
Harvards Dr. Charles Lieber arrested for manufacturing the novel coronavirus with Chinas funding.,boomlive.in,https://www.boomlive.in/fake-news/false-harvard-professor-arrested-for-manufacturing-novel-coronavirus-7597,Misleading,false
CLAIM: The album released by Madonna in 2019 predicted the coronavirus at that time.,teyit.org,https://teyit.org/en/did-the-album-of-madonna-released-in-2019-predict-the-coronavirus/,FALSE,false
Audio Clip Claims Muslim Vegetable Vendors In Surat Spreading Coronavirus,boomlive.in,https://www.boomlive.in/fake-news/viral-audio-clip-claiming-muslim-vendors-in-surat-are-spreading-coronavirus-is-false-7644,False,false
This photo shows medics in Italy who died from COVID-19,factcheck.afp.com,https://factcheck.afp.com/photo-us-medical-tv-drama-greys-anatomy,False,false
Coronavirus pandemic would likely not be nearly as bad if 5G exposure/radiation pollution wasn’t already compromising the structure and function of hemoglobin cells.,healthfeedback.org,https://healthfeedback.org/claimreview/conspiracy-theorists-claim-that-5g-increases-vulnerability-to-covid-19-with-baseless-theory-that-it-affects-hemoglobin/,Incorrect,false
Beat the coronavirus by eating alkaline food exceeding its pH level,factrakers.org,https://www.factrakers.org/post/message-on-coronavirus-ph-levels-contains-4-false-claims,False,false
Eating alkaline foods of pH level above 8.5 can kill the SARS-CoV-2 virus,factly.in,https://factly.in/message-suggesting-that-alkaline-foods-can-kill-sars-cov-2-virus-is-fake/,FALSE,false
Boris came as a common citizen and caught doing shopping during the time of Corona Outbreak,vishvasnews.com,https://www.vishvasnews.com/english/world/fact-check-old-video-of-boris-johnson-shopping-as-common-citizen-shared-as-recent/,False,false
A 22-year-old man was allegedly beaten to death in Delhi’s Bawana after he was suspected of a conspiracy to spread COVID-19.,thelogicalindian.com,https://thelogicalindian.com/fact-check/injected-spittle-fruit-bawana-dead-hindu-muslim-covid-19-coronavirus-20568,Misleading,false
Ratan Tata Statement On Recovery of Indian Economy After Coronavirus,boomlive.in,https://www.boomlive.in/fake-news/ratan-tata-quote-on-impact-of-coronavirus-on-indian-economy-is-fake-7634,False,false
Data released by the Philippine General Hospital shows that patients who tested positive for the novel Coronavirus had only visited the grocery.,boomlive.in,https://www.boomlive.in/world/coronavirus/philippine-hospital-dismisses-claim-linking-covid-19-to-groceries-7641,False,false
Muslim community spread coronavirus by throwing currency on the ground,altnews.in,https://www.altnews.in/video-viral-with-false-claim-that-muslims-scattered-notes-on-the-road-to-spread-coronavirus/,False,false
"Seven children died in Senegal after being given a vaccine for COVID-19, the novel Coronavirus disease.",boomlive.in,https://www.boomlive.in/world/coronavirus/children-in-senegal-did-not-die-after-receiving-coronavirus-vaccine-7636,False,false
Video of bodybags of coronavirus victims in New York,altnews.in,https://www.altnews.in/video-from-ecuador-showing-coronavirus-victims-in-body-bags-shared-as-new-york/,False,false
Seven children in Senegal died after being administered a COVID-19 coronavirus disease vaccine in April 2020.,snopes.com,https://www.snopes.com/fact-check/7-senegal-kids-die-covid-vax/,False,false
Image of COVID-19 infected person's throat,factly.in,https://factly.in/an-old-image-falsely-shared-as-image-of-covid-19-infected-persons-throat/,FALSE,false
No one under the age of 25 has died from coronavirus,factcheck.thedispatch.com,https://factcheck.thedispatch.com/p/has-anyone-younger-than-25-died-from,False,false
Seven children in Senegal died after being given a vaccine for coronavirus,factcheck.afp.com,https://factcheck.afp.com/senegalese-children-did-not-die-coronavirus-vaccine-which-does-not-yet-exist,False,false
Mustard oil can kill coronavirus,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-no-mustard-oil-cannot-cure-coronavirus-however-it-has-certain-health-benefits/,False,false
Ratan Tata has said that human motivation and determined efforts will make experts' predictions go wrong regarding the fall of the Indian economy during the COVID-19 crisis,factly.in,https://factly.in/no-ratan-tata-hasnt-said-that-human-motivation-and-determined-efforts-will-make-experts-predictions-go-wrong-regarding-the-indian-economy/,FALSE,false
Nigeria spent 1 billion naira on COVID-19 text messages,factcheck.afp.com,https://factcheck.afp.com/claim-nigeria-spent-1-billion-naira-covid-19-text-messages-came-fabricated-tweet,False,false
South Africa's president asks foreigners to leave due to COVID-19,factcheck.afp.com,https://factcheck.afp.com/south-africa-leader-did-not-ask-foreigners-leave-country-due-covid-19,False,false
"“Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.""",factcheck.org,https://www.factcheck.org/2020/04/false-claim-of-deadly-coronavirus-vaccine-trial-in-africa/,False,false
Video shows a Muslim youth caught while trying to contaminate fruits with his spit,boomlive.in,https://www.boomlive.in/fake-news/video-of-youth-thrashed-in-bawana-shared-with-false-coronavirus-claims-7630,False,false
The Government of Andhra Pradesh has made Kanipakam temple a quarantine center for coronavirus suspects,factly.in,https://factly.in/the-quarantine-center-seen-in-the-video-is-not-kanipakam-temple-its-a-pilgrim-lodge-in-kanipakam/,FALSE,false
Govt Steps in As TikTok Sees Surge in Fanatical COVID-19 Fake News,thequint.com,https://www.thequint.com/news/webqoof/government-intervenes-on-religiously-charged-covid-19-fake-news-on-tiktok,False,false
Italy suffered a spike in novel coronavirus infections as a direct result of Italian citizens wearing shoes in their homes.,boomlive.in,https://www.boomlive.in/world/coronavirus/wearing-shoes-indoors-spiked-covid-19-cases-in-italy-a-factcheck-7614,False,false
Italy’s spike in novel coronavirus or COVID-19 numbers is a direct result of Italians wearing shoes at home,factcheck.afp.com,https://factcheck.afp.com/health-experts-refute-misleading-claim-wearing-shoes-indoors-main-reason-hike-covid-19-infections,Misleading,false
"A post shared hundreds of times on Facebook claims that Didier Raoult, a French specialist in infectious diseases, is urging Africans “not to take Bill Gates vaccine” against coronavirus as it contains “poison”. This is false: the institute which Raoult directs denied he ever made these claims; moreover, no vaccine yet exists against coronavirus.",factcheck.afp.com,https://factcheck.afp.com/french-doctor-did-not-urge-africans-avoid-bill-gates-vaccine,"Dr. Raoult did not urge African not to take ""Bill Gates"" vaccine",false
Inhaling hot water steam can kill coronavirus,factly.in,https://factly.in/no-scientific-evidence-to-suggest-that-inhaling-hot-water-steam-can-kill-coronavirus/,FALSE,false
Man in Italy killed self after he lost his family to coronavirus,thequint.com,https://www.thequint.com/news/webqoof/man-killed-self-after-losing-kin-to-covid-19-in-italy-fact-check,False,false
Image of a doctor who died after getting injured during a stone pelting incident that took place when she was testing members of the Muslim community for coronavirus in UP,altnews.in,https://www.altnews.in/images-of-mp-pharmacist-who-died-due-to-brain-hemorrhage-shared-with-false-communal-narrative/,False,false
This video shows a police officer being assaulted in a temple in India while trying to enforce India’s nationwide novel coronavirus lockdown,factcheck.afp.com,https://factcheck.afp.com/video-was-uploaded-indian-wrestling-themed-youtube-channel-june-2019,False,false
Video of dead bodies of COVID-19 infected persons washed ashore as they were thrown in to the seas by some countries,factly.in,https://factly.in/the-video-shows-bodies-of-african-migrants-who-died-in-a-boat-wreck-in-2014-not-of-covid-19/,FALSE,false
Man used injection filled with spit on fruits to spread coronavirus,altnews.in,https://www.altnews.in/communal-attack-in-bawan-shared-with-false-claim-of-muslim-man-injecting-fruits-with-spittle/,False,false
"Says a powder has been developed that, when mixed with water, “is being used in Germany as a mist. Health care workers go through a misting tent going into the hospital and it kills the coronavirus completely dead not only right then, but any time in the next 14 days that the virus touches anything that’s been sprayed, it is killed.”",politifact.com,https://www.politifact.com/factchecks/2020/apr/09/louie-gohmert/no-powder-germany-cant-kill-coronavirus-contact-an/,Pants on Fire,false
Video of a man spitting in the face of another man in the New York subway to spread the Coronavirus,factly.in,https://factly.in/old-video-of-a-man-spitting-on-another-man-in-new-york-subway-is-being-shared-in-the-wake-of-covid-19-outbreak/,FALSE,false
Information from a Philippine hospital shows correlation between COVID-19 and grocery shopping,factcheck.afp.com,https://factcheck.afp.com/philippine-hospital-shot-down-misleading-claims-linking-covid-19-grocery-shopping,Misleading,false
A Facebook post claims the COVID-19 crisis is the latest in a once-every-100-years historical pattern of pandemics.,aap.com.au,https://www.aap.com.au/covid-19-pandemic-not-a-case-of-history-repeating-itself/,False - The implications of the content are factually inaccurate.,false
"Shaukat Khanum hospital in Lahore gets free coronavirus testing kits from Pakistani government, but charges patients instead of doing free tests",factcheck.afp.com,https://factcheck.afp.com/non-profit-hospital-pakistan-refutes-misleading-claim-it-charged-patients-covid-19-tests,Misleading,false
Israel has no deaths from COVID-19; tea made of lemon and bicarbonate can cure coronavirus,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-post-claiming-israel-has-no-deaths-from-covid-19-is-false-tea-made-of-lemon-and-bicarbonate-is-no-cure-for-coronavirus/,False,false
This video shows bodies of US COVID-19 victims who committed suicide,factcheck.afp.com,https://factcheck.afp.com/video-first-appeared-2014-reports-about-migrants-who-drowned-libyan-coast,False,false
Ruler of Sharjah bans burial of COVID-19 victim bodies,factcheck.afp.com,https://factcheck.afp.com/sharjah-ruler-sultan-bin-muhammad-al-qasimi-did-not-ban-burial-covid-19-victims-april-2020,False,false
900% Increase in Fact-Checks Around COVID-19 in 3 Months: Study,thequint.com,https://www.thequint.com/news/webqoof/reuters-institute-for-the-study-of-journalism-report-on-covid-19-related-misinformation,False,false
