,Unnamed: 0,id,label,tweet
125,125,1274906600181043206,0,@jeanette_viegas @eddy120876 @tt10ndd @psfnyc5 @brian_alford @disneyfamjam @merry_hippie @angel1350852961 @atumpkins11 @k_mac2020 @corinne_locher @chrisg409ubc @gpoopon @ziggystardad @darthmo5 @digivorr @robertdobbs2018 @mtnboyinmidw @niceprinter12 @realthomaspain @slimjimjohn1 @grandma_boom @rocket_1981 @notmattrellen @renay_ca @rickysi16087724 @thedemorats @kent_nye @ladyoftheocean1 @mikeada69588676 @ging_nancy @politicspot @pompano_pete @1_2_f_u @rpcovit @kurtimushamhall @vickie627 @pissedoffdr @jimrobe70184873 @topleveltroll2 @tomdoubting @flippindbird @miracleonice21 @donnnie @jones17charlene @mongo3804 @jay_see_see @laylow88861429 @lou_bruette @rose52413 and covid19 is more closely related to the cold than the flu. coronavirus is the 2nd leading cause of the common cold.
126,126,1273811946605862912,0,@klfy it’s all a hoax and a farce. not any worse than the seasonal flu. all the hype is politically motivated. almost all of flu cases have been claimed as covid19. all china based virus is a coronavirus. covid19 is a different strain of the seasonal flu. klfy research that..
127,127,1275418575600140289,1,"#covid19  the flu kills .83% of infected people above age 65, whereas the the coronavirus's death rate is 10.7% for infected people from age 65 to 74, 21.2% for the 75-84 group, and 30.2% for people over 85."
128,128,1274665401406889984,1,"the present coronavirus pandemic is five times deadlier than the swine flu outbreak which had occurred 11 years before

#pune #punenews #coronavirus #covid19 #swineflu #who #sakal #sakalnews 

https://t.co/n6tdjmwsrr"
129,129,1274981383107010560,1,"ruby princess passenger diagnosed with flu days before coronavirus death, inquiry hears https://t.co/a54eevlrrg"
130,130,1275070141798047746,1,"""looking at the global picture if this was like flu, you would ordinarily expect places with more children to have more intense epidemics.""

@rozeggo discusses the susceptibility of children to #covid19 in @npr ⬇️ https://t.co/wuogabwdvb"
131,131,1220010354325041153,0,"@nicegoingadam @msnbc like here for example, right now. it's called ""flu"" and it's way more deadly than this:

https://t.co/npopiroobw"
132,132,1275405613426753536,1,"what makes me sad are stupid people who ignore #coronavirus and they're trying to pretend that it's flu or something less and organize events, parties and risk health other people.

#tuesdaythoughts #tuesdaymotivation #tuesdayvibes #tuesdaymood #covid19 #covid_19 #covid__19"
133,133,1275506679887642624,0,nih's fauci q&amp;a: more failures than successes in developing vaccine. flu vaccine effectiveness varies since mutates. don't know if coronavirus changes. #coronavirus #covid19 @anthonymace #fauci
134,134,1275185796614688768,0,"@dikell3 @govmikedewine dianne, 2016/2017 flu season had 29,000,000 infections. covid19 is world's 7th coronavirus. did you wear 😷 past seasons? why now?"
135,135,1275368308116729857,1,"a growing number of people in the #uk have reported symptoms more compatible with #covid19 than with seasonable flu from late dec and jan, prompting questions about when the novel coronavirus arrived in the country. and this has even swayed some experts. https://t.co/6dq3udnnls https://t.co/ttdi0cxysw"
136,136,1273998163993485314,0,"introducing long term antimicrobial solutions from thermal corrosion solutions llc
https://t.co/mxd1adejmi
#antimicrobial #cleaner #microbial #sanitizer #janitorial #solutions #covid19 #mrsa #flu #coronavirus #pandemic"
137,137,1273239009607798786,0,"#coronavirus before jan 2020 was known as the ""common cold"" &amp; the ""seasonal flu.""

why is this #coronavirus (aka #covid19) any different?
.
.
.
.
because the #ccp, dr fauci and bill gates says so, and we need a vaccine."
138,138,1275355178124881921,1,oxford covid vaccine on track for october release ahead of flu season 'very good results' https://t.co/wv3rigfpem //now watch eu claim to have found covid-19vaccine !!
139,139,1274200870859702273,0,"@martianveronica @smadpist @linda25b @o_rips stop drinking the kool aid. the global cult works through their who and cdc controlled agencies. the pcr test doesn't test for covid19, it was never design for infectious diseases in 80s. also, vast amount people already has coronavirus especially if you ever had a flu vaccine."
140,140,1275514557050617857,1,"@cherteapet @msnbc also
cdc october 1, 2019-april 4, 2020 flu illnesses
39,000,000-56,000,000
flu deaths
24,000 – 62,000

https://t.co/avecfln3cm
covid19
february-june 23, 2020
total cases
2,302,288
26,643 new cases
total deaths
120,333
410 new deaths
https://t.co/feeg4fcuwe"
141,141,1275802542836838400,0,"@massimassian @davidpittelli1 indeed, why were we not asked to wear masks during prior flu seasons, when the influenza spread was 15 times higher than the covid19 spread?

- covid19 infected people in us: 2.4 m
https://t.co/rnrpx3gh8l

- people infected annually with influenza: 35 m/yr
https://t.co/nz1aeaknw5 https://t.co/fv4q3y5ubj"
142,142,1275700206571532288,1,"coronavirus is a respiratory disease which may present symptoms similar to that of the common colds and flu. it is essential to know their differences for early intervention management.

🌐 https://t.co/nljuqwzmpv

#coronavirusuk #covid19 #coronavirus #coronavirusoutbreak https://t.co/wgfbchqj7o"
143,143,1275083541433339904,0,"#covid19 48% of cases in az are in those between ages of 20-44. leader of protests/riots in phoenix has #coronavirus &amp; is warning others he was with at protests to get tested. young people get a very bad flu, but generally don't die. deaths still predominantly in over 65 age https://t.co/textcpa5oz"
144,144,1275189327354609666,0,"outrage as new york medical community moved 8,000 deaths in 1 month from #heartdisease, #cancer, #accidents, #stroke, #alzheimer's, #homicide, etc. into #covid19 column #coronavirus #chinavirus #faucifraud #firefauci #firebirx #defundcdc #nyc #govcoumo #newyorkfraud #flu #fraud https://t.co/hwfft2feqv"
145,145,1272961756327968769,0,"@tinaforte7 @mike_mzman i can't breathe!
#covid19 #coronavirus #vaccines #billgates #who #cdc #nih #lockdown #thetruthaboutvaccines #vaxxer #spanishflu #influenza #flu #hcq #hydroxychlorquine #qanon #maga #kag #scamdemic #pandemic #virus #usconstitution #obamagate #exposebillgates https://t.co/3sc7ty1uyi"
146,146,1274770294629175301,0,"ever had the common cold?

then you've had a #coronavirus.

recall how common colds seem to recur every ""cold and flu season""?

that's how often we'll see a repeat of #covid19.

also recall there's never been a vaccine developed for the common cold. why not?

seasonal mutations. https://t.co/jkfgytv4ly"
147,147,1275515867640598528,0,"cdc stats show that the more cases, the less the danger from it. #covid19 is not even as serious as the us 2018 flu. &gt; horowitz: the cdc confirms remarkably low #coronavirus death rate. where is the media? (may 22 2020) #covid19 https://t.co/c5zcvsgihp
#coronahoax #faucifraud"
148,148,1220027340606124033,0,"if you live in the u.s., you are at greater risk of catching the flu and dying than you’re at of getting 2019-ncov. good news: protecting yourself from both flu and ncov looks nearly the same. https://t.co/ccmd9xghjo"
149,149,1274393205291618305,1,"alarming #covid19 clusters among young people in u.s. south linked to bars+fraternity rush parties
especially worrying as colleges/universities plan to bring students back to campus in fall, when #coronavirus +flu virus expected to circulate simultaneously
https://t.co/vov2wnxqjx"
150,150,1274372485857902592,0,did it start in texas in sept 2019? new medical research of flu cases from 2019 says covid19 may have been spreading in the state as early as sept 19. ut-galveston shared research w/the lab in wuhan &amp; ut also studied coronavirus. wuhan lab visited tx at least 3x. #covid19 #texas
151,151,1273079499001925632,0,coronavirus can be cold or flu... covid19 cases are different and the real danger... #fakenews https://t.co/mlg8xvszmh
152,152,1273017871988375552,1,"prison guard finds out the hard way that covid19 is nothing like the flu!
https://t.co/itl0kvziwb"
153,153,1275177456543174657,1,"one of the most worrying stories yet about #coronavirus - what we don't know about possible long-term effects. (spare a thought for those populist leaders who called #covid19 ""just a little flu"") https://t.co/0lgmrwwrhc"
154,154,1275076447569211394,0,"plandemic #coronavirus flu brought to us by bill gates decade of #vaccines staring who fauci birx event201 nih cdc entangled web of deceit securing lockdown we saw inflated numbers doctors sign every death cert w #covid19
staged control #saynotobillgates #donoharm #blm #mindful https://t.co/7fa2tbmk3s"
155,155,1219984446192963585,0,"@motomom128302 when we get whipped into a frenzy, we can’t think clearly. people die from flu all the time. the cdc attaches those numbers to the latest outbreak and give it a name. maybe this is the real thing but it happens every few years: sars, h1n. hysterical people are easily controlled."
156,156,1275440448052457475,1,"is #covidー19 worse than the flu? after 5 months, the answer is while infection rates are similar, the death rate from #covid19 is significantly higher than the flu, according to the ⁦@cdcgov⁩ &amp; ⁦@johnshopkins⁩  https://t.co/cqbitaxiyp"
157,157,1272939159234240512,0,"""60,000 deaths were outside of nursing homes. which is what you might expect from a typical flu season.""

""...explain why they ignored protocols and forced covid-19 patients into nursing homes.""

#covid19 #coronavirus #potus #qanon #reopenamerica 
https://t.co/n5mecyhukp"
158,158,1274477648371212290,1,walking 10 feet to the bathroom sends my heart rate to 145 and my oxygen saturation to 89. just to pee. i'd like to hear more about this fake pandemic and how it's no worse than the flu... #covid19 #coronavirus
159,159,1272966148531814400,1,"https://t.co/v8ecqmzm75

fauci's prediction would take the death toll well past that of the average seasonal flu. trump repeatedly cited the flu's comparatively much higher cost in lives in playing down the severity of this pandemic. #covid19"
160,160,1274376742401179653,0,"with more covid tests being done, of course there's going to be more cases detected.
cases do not equal deaths.
plus there's over a 99% survival rate, like a bad flu.

this is about compliance, control &amp; an attempt to terrorize us.

#coronavirus #covid19 #masks"
161,161,1273948534493065217,1,"@walesonline are you reporting on #covid_19 or which other #coronavirus
as there are seven different strains including cold and flu? 
https://t.co/vokxwfnbwx"
162,162,1273245989579698176,0,"who cares?! maybe next year everyone and their brother can notify the world when they have the flu, or a sinus infection! everyone knows #covid19 was a #plandemic! 

nascar driver dale jarrett confirms he has coronavirus, in quarantine: report

https://t.co/l44h4kwz57"
163,163,1274753656366280705,1,"ofcourse it can. even spanish flu ""disappeared"" without vaccine. even black death ""disappeared"" without vaccine.
how much damage will covid19 will do without vaccine is the question.
#coronavirus 
#donateplasmasavelives https://t.co/2yqnbnlzgi"
164,164,1274521114937634818,0,"epidemiologists getting called out and still in denial. the ""death count"" due to #covid19 is completely skewed and in reality it was no worse than a severe flu.  

#deepstate #fearcontrol #billgatesvirus #coronavirus #fakenews #flu #wwg1wga #maga #kag 
 https://t.co/vqnfradjd0"
165,165,1273626580494028802,1,"@letmelooktv @marcuschown @medialens let's dispel the notion that ""novel coronavirus is just like the flu"". 
""striking comparison of #flu, #covid19, #sars, #mers ht @biorender
#covid19 is 30x more deadly and almost 2x more contagious than the flu. we have no existing immunity to covid19.""

https://t.co/ozpph1extr https://t.co/fzi4qbpdl5"
166,166,1274068666762420225,0,"@blmindc @padron702 @santiagomayer_ @potus you ever wonder what happen to the flu epidemic the cdc spoke on back in dec 2019. what about all of the false coronavirus deaths that werent but actually heart attacks, murders, and other natural causes so hospitals could make more money after being coded covid19."
167,167,1273631214495121408,1,#covid19 #covid__19 is an opportunistic killer. california is reopening too quickly giving this virus the opportunity it requires to aggressively spread &amp; kill. the spanish flu pandemic of 1918 killed 50 million people. how many people will covid19 kill? https://t.co/htbhixx3o4 https://t.co/ya9wvd6iov
168,168,1275135146744823817,1,"exponential growth can be hard for humans to understand. for the ""the flu kills thousands but we don't lok down"" types, data visualisation helps where comprehension fails

https://t.co/sxmyw9ed4q

#covid19 #coronavirus"
169,169,1275700184434069506,1,"coronavirus is a respiratory disease which may present symptoms similar to that of the common colds and flu. it is essential to know their differences for early intervention management.

🌐 https://t.co/haxri0eefu

#coronavirusuk #covid19 #coronavirus #coronavirusoutbreak https://t.co/xzkeoqwgsa"
170,170,1275859404743602176,1,"@jvm225 @weijia it's not a god damned flu, it's a coronavirus. they're two different viruses, and covid19 is more dangerous.
i'd have said you should remove ""common sense"" from your bio over this post, but then i read your timeline and now i demand it."
171,171,1273719503369707520,1,"@realdonaldtrump the swine flu (h1n1) caused 12,469 deaths (range: 8868-18,306) in the united states (source: https://t.co/5vte0qttqr). #covid19 already caused 120,497 deaths - and counting. polls show that 54,7% of americans (the highest number so far) disapprove trump's coronavirus response."
172,172,1274743680067416066,0,"@golfweek ...and even those that show any symptoms are mild symptoms. the death rate has fallen so that now, according to cdc numbers, sc’s death rate is less than half of the seasonal flu!! (2/2) @justinthomas34 #acceleratesc #reopenamericanow #coronavirus #covid19"
173,173,1274265760504975363,0,"@monozetta wrong: cnn on march 4:“the flu right now is far deadlier"" than coronavirus...this is your #fakenews 
trump is not responsible for covid19. china is. you are a bunch of whiners and very stupid. this video proves everything you said wrong https://t.co/6lvuayrlxl"
174,174,1275245881609146375,0,"hold on, what's this #coronavirus #covid19? is it like a flu or something? 🤣🧐 https://t.co/pydhwunb6i"
175,175,1274785265169707014,1,"is a second wave of coronavirus on the way?
the second phase of 1918 spanish flu was deadlier than the first. so, is a second coronavirus wave inevitable? and how bad could it be? #covid19 #coronavirus #coronavirusupdates #coronaviruspandemic 
https://t.co/2bu1kaxsmg https://t.co/hsgjc3mv6c"
176,176,1273521599392747521,0,@stevescalise hold the dems accountable for all those nursing home deaths! we know this was planned and they put ppl in those nursing home who #covid19 for the sole purpose of running up their already inflated by the cdc death rates. the cdc put flu &amp; pneumonia deaths in coded as #coronavirus
177,177,1220027323728023552,0,"in an interview with @7news, dr. david hooper emphasizes that people in massachusetts should be more concerned with influenza than with #2019-ncov.

@rwalensky 

https://t.co/lwev3ianjk"
178,178,1273449801862967297,1,"this is why #covid19 is not “just the flu”. an i think we are not classifying this disease properly. it is not just a respiratory illness - it’s something very different. 
maybe the medical community can start looking at data instead of just saying “oh, coronavirus”. #grr https://t.co/k4hwvpib5f"
180,180,1220006014822625280,1,"flu viruses jumping into pandemics

epidemiologic shifts, virus mutations and vaccinology showcased as the world is wakes up to  2019 2019-ncov a relative of sars or merscov, the number of ncov cases &gt;300, 9 deaths in 🇨🇳 1 case confirmed in 🇺🇸 

https://t.co/4j3li4tpsb"
181,181,1273640369889128449,1,"@davey1233 @petersharpley3 @lademocratietue @jeremyvineon5 @lord_sugar @thejeremyvine it wasn't an unknown virus with unpredictable mortality.
the morbidity effects of coronavirus appear to be much more extensive &amp; long-term than flu.
covid19 is at least 10 times more infectious than flu."
182,182,1220081283218444288,0,"great that @mvankerkhove of the @who #ihr stresses in all of the imported cases there have been no secondary cases. that means the #wuhan #ncov #coronavirus is not spreading like one would see with the flu, common cold and of course sars."
183,183,1220126555223007232,1,"the first confirmed case of wuhan #coronavirus in the u.s. is a washington state resident who recently traveled to wuhan, china.

the disease has many of the same symptoms of the flu, which is also widely prevalent this time of year.

https://t.co/pyxklfukvb https://t.co/yppqobcrfg"
184,184,1220121577225887744,1,"@acosta as of this evening, 600 cases of 2019-ncov; wuhan may now have 4,000 symptomatic cases. 17 patients who have died had underlying conditions. but: keep your eye on the ball of this year’s flu season, too.💉"
185,185,1274120289299820544,0,"i don't believe coronavirus is a virus at all. what i think is happening is that, first of all, there are really not pandemic levels of people getting sick from whatever is going on. the numbers are far less than the typical flu season. #covid_19 #covid19 #covidiots"
186,186,1274978911634350080,1,"ruby princess inquiry hears passenger diagnosed with flu, days before she died of coronavirus https://t.co/qpz2fxlaxw"
187,187,1220054752454680583,1,"the wuhan coronavirus is a respiratory illness that has many of the same symptoms of the flu, which is also widely prevalent this time of year.

learn more information about the disease, including how you can stay protected, on the blog:

https://t.co/6gpqswbtbw"
188,188,1275100324429205504,0,"#covid19   i call bullshit from beginning!  @whitehouse   where did regular flu go???

https://t.co/qysvpqvymk"
189,189,1275031936159760385,1,"ruby princess passenger diagnosed with flu days before coronavirus death, inquiry hears
https://t.co/vly1unisdc

an absolute cluster """"""""
the princess &amp; the dutton.
#auspol #covid19aus #rubyprincess"
190,190,1274636050242158592,0,not a word about the flu since the outbreak of #coronavirus #covid19 https://t.co/braxyo8e2p
191,191,1274659355183513600,0,coronavirus has killed the same number of people worldwide as seasonal flu https://t.co/mp81gbejwm via @youtube #covid19 @covid19us #maga #kag2020
192,192,1220129991993806849,0,@rogue_ala right. the media loves scaring folks. remember sars? it actually had a very low fatality rate compared to the regular flu. but it was a new flu. so they covered it like it was an epidemic.
193,193,1275903627102691329,0,"scroll down in link after you are on the page. &gt; 200 evidence-based reasons not to vaccinate - free research pdf download! @greenmedinfo 

good info. &amp; esp in view of the rush to vax for #covid19 #coronavirus etc. none of the prev flu vaccines ""work"" well. https://t.co/0ok0rs7wxq"
194,194,1274244234984505344,1,"@lstanczyk27 @claytravis have a look at the excess deaths for coronavirus across the world, some countries have flu every year killing people on the graph too but you can’t tell because deaths from covid19 are soooo vast https://t.co/l0k9zc459o https://t.co/pdhxzcslsm"
195,195,1274601333732134914,1,"we share this quick fact as we get deeper into flu season to remember that it's still very important to get tested if you start showing symptoms.

take care of you and each other, ♥️😷♥️

#stayhomestaysafe #niemannpickoz #covid19 #coronavirus #npcaustralia https://t.co/o8cksrlbwc"
196,196,1275231681398505472,1,open smartnews to read 'the coronavirus death rate in the us is almost 50 times higher than that of the flu. see how they compare by age bracket.' here: https://t.co/1igjho4tex #coronavirus #covid19 #pandemic
197,197,1273951787037462533,1,"📌 coronavirus vs. spanish flu

the spanish flu hit the world in three waves. is a second or a third wave of the coronavirus pandemic likely? 👉 https://t.co/j8omt2rgjm

h/t @soberlook @bcaresearch #markets #investing
#coronaviruscrisis #coronavirus #covid19 #economy https://t.co/f56trdtsof"
198,198,1274116064465637378,1,"brazil 🇧🇷will surpass 50,000 new cases of #covid19 today, the highest single-day total of any country since it all began. 

president bolsonaro downplayed the virus as a ""little flu"" that wasn't worth worrying about, holding rallies during the pandemic. 

https://t.co/jeop3tfbsk https://t.co/p0oji13wbh"
199,199,1275790329585692672,0,"@canukcookie i can't breathe in a mask.
#covid19 #coronavirus #vaccines #billgates #who #cdc #nih #lockdown #thetruthaboutvaccines #vaxxer #spanishflu #influenza #flu #hcq #hydroxychlorquine #qanon #maga #kag #scamdemic #pandemic #virus #usconstitution #obamagate #exposebillgates https://t.co/m8c4obfd7p"
200,200,1275205716035489793,1,"it's been five months since the first #covid19 case was confirmed in the united states.

the average flu season in the u.s. lasts five months.

so, i wanted to know:

how does coronavirus compare to the flu? is it really worse?

here's what i found: https://t.co/xp4fje22kw"
201,201,1220081530170560514,0,@hks55 it doesn't seem that lethal... this reminds me alot of the swine flu epidemic of 2009
202,202,1274374975865094152,1,"@gryphonwatcher @demetrialesterc it is a new disease with many strange effects. kidney damage and failure are often seen.  it is much much more than just a flu or just pneumonia. 

health care workers are doing their best in dangerous and difficult situations.
 https://t.co/ket9egteea"
203,203,1274039254864330752,0,so? no need for masks to prevent #covid19. now or ever. &gt; sad that us citizens were taken in by #coronavirus pandemic lies. see cdc mortality stats for truth. and review of 17 studies re: #masks for #flu prevention/ transmission show masks don't work &gt; https://t.co/0w6lukfr2q https://t.co/89nsrvktzi
204,204,1273754894122602497,0,"🔥 pentagon study: flu shot raises risk of catching #coronavirus
https://t.co/xn4oregi4r

🔥 #superhappydragonlucky episode 0x2d recap
https://t.co/wbheuvtqop

🔥 easy fourth of july recipes - part 4 (southern style bbq ribs)
https://t.co/xszweml70i https://t.co/xqinc1axvw"
205,205,1273095288840876032,1,@leonard_210 @ethicalskeptic comparing a coronavirus to an influenza is a bit strange.  try comparing covid19 to sarscov2 behavior.  to me comparing the flu and the coronavirus is like expecting a zebra to behave like a monkey.
206,206,1272941462569709569,1,"""the people responsible for doing all of this say they have no regrets about it. we faced a global calamity, they say. #covid19 was the worst #pandemic since the spanish flu. that flu killed 50 million people.""

https://t.co/p7bosbr3z9"
207,207,1274099005526552577,0,"‼️⬇️👇🏼#covid19 thread ⬆️👆🏼‼️

eu numbers show correlation between flu vaccine and coronavirus deaths
https://t.co/amxzc8b12n

https://t.co/ijc5jb3fhk
- via @wodarg

#coronavirus  
#pandemic
#covid19"
208,208,1274052563063586816,1,how the #coronavirusoutbreak compares with 100 years of deadly events #covid19 is not just the seasonal flu #maskup  https://t.co/plwiaknz6o
209,209,1275143505669652480,1,"@julie_merlot @greenfield64 @stefunny4444 no, 1.4% of people infected with sars-cov-2 have a fatal outcome, while 98.6% recover. 
https://t.co/we0cq49vr3

the fatality rate for the flu is typically 0.1% so the mortality rate for #covid19 is 14 times higher. that is 1400% higher in case you need help with the math. https://t.co/awmm1dg8f9"
210,210,1275476663342698497,1,"repub rep mckinley: recounts all deaths from drug overdoses and other causes, that it took decade to come up with vaccine for flu, so trump admin being unfairly treated by press since covid only few months old. #coronavirus #covid19 @anthonymace #mckinley"
211,211,1273038887473025025,0,nope!!! you can't keep holding the world hostage to a statistically run-of-the-mill flu virus. totally unsustainable. everyone must keep working and roll with it. #coronavirus #covid19
212,212,1275776815819350017,0,"@bbcradio2 @thejeremyvine i think that should just keep everything shut forever you know #covid19 #coronavirus  it is deadly is the seasonal flu. 

i can't remember and shutting down the full country over of seasonal flu. don't take my word it. the bigger picture #vaccine https://t.co/uzredmdodp"
213,213,1275454951997595651,0,the us death rate from the coronavirus is 49 times higher than the flu #covid19 #influenza #usa #maskitorcasket  https://t.co/3wnnnc87jg
214,214,1272940218061074434,1,@emilula09 @gf_images @profkarolsikora #covid19 is the biggest killer against the flu! still need a vaccine to stop catching this virus. you can’t compare #coronavirus with flu as it’s not the same.
215,215,1275285972478046208,0,@cjtruth it's about wuhan china. the virus outbreak. it's a crock of crap basically. covid 19 is nothing more than the flu. the human coronavirus has been around for decades. check out your lysol and clorox labels and read what it kills. it's something to do with covid19...it's fake
216,216,1273294010002673664,1,"in mississippi, #covid19 is now more deadly than the flu.

910 people died from influenza in the magnolia state for 2018 (most recent data available from @cdcgov).

compare that to 938 mississippians who have died from the coronavirus over just 90 days.

#factsoverfear #wlbt https://t.co/9u0y5dnw9a"
217,217,1275107837597888512,1,"#covid19 cases in #harris county have continued to rise in recent weeks. things to know:

#coronavirus symptoms
💙 the symptoms of coronavirus can be similar to the #flu or a bad cold. #symptoms include a fever,… https://t.co/kcxdi57y6k"
218,218,1273476748391395328,0,"our kids stand 4 freedom~stronger than adults scared of flu~committed 2their own destitute prison
ppl require 8+ good touches/day 4 psychological well being~well known by experts
seems a plan2 mentally disturb us
#covid19 #covidhoax #plandemic #coronavirus
https://t.co/pzoltndfca"
219,219,1275670333878669313,1,usa riddled with sars-cov-2 - 80% undetected https://t.co/awxsljqcbl #coronavirus #fever #flu #influenza #medicine #pandemic #respiratory #covid19 #sarscov2 #usa https://t.co/pahehesgzo
220,220,1219998235491741696,0,"before we get hysterical about the wuhan virus a quick reminder for some perspective: flu related deaths in the us topped 80,000 in 2017-18, cdc says.  https://t.co/bp2dxj3jzn"
221,221,1275533303345549312,1,@neiltyson #repost @sergiorizzuto this is important. global deaths caused by various causes &amp; covid-19. this chart shows the importance of getting this virus under control and why it’s not just like the flu or other viruses. #covid19 #coronavirus https://t.co/lroas8c6u2
222,222,1275451233881317378,0,"@nygovcuomo they're lying to you. the virus is only as dangerous as a harsh flu season. facts don't lie but governments do. 

#covid19 

https://t.co/m8etn14kxn https://t.co/gl5lxq9c7o"
223,223,1274160397977899015,1,@croifox @phlashdark @chanelathene what does our tests being horribly in accurate have to do with the severity of the disease for different age groups?  where did i say that you shouldn’t worry if you have coronavirus? the flu is a nasty disease that you should not take lightly as is covid19... if you catch
224,224,1274740435441684480,0,dog cell lines are super-contaminated with #coronavirus &amp; this year they changed to dog cell line #flu shots. the military showed that 37% of those who had flu shots were being deliberately contaminated (of course the cdc #fauci knows!!!) as have way more cases of pos #covid19 https://t.co/x1nltl1ne7
225,225,1275005261263122434,0,with collapse in #flu &amp; #pneumonia deaths &amp; the flawed #tests that render the common cold being labelled as #covid19 it is more obvious than ever that the #coronavirus fiasco is a medical #fraud. why are people accepting radical changes in society based on lies &amp; #propaganda? #uk
226,226,1275855802558021633,1,"so now that #covid19 has caused double the deaths of a flu season in the us.....is it still just a flu, get over it? @realdonaldtrump #coronavirus"
227,227,1275706199141502976,0,"dog cell lines were used in the flu #vaccine this year. military were 37% chance to test positive for one of the over 200 #coronavirus types which give positive on a pcr test then they lie that it's #covid19 in total fraud. with the #s of #flushot gone out, this = all cases. https://t.co/nul1prnx8a"
228,228,1275779479592452096,0,@jfrketich @thespec there's this other crazy way to prevent the spread - learn proper respiratory etiquette. any cold/virus/flu can be spread when you sneeze or cough. amazingly this works for more than just this latest coronavirus. #flattenthefear #covid19 https://t.co/txoqkplkn8
229,229,1274935664828534787,1,#fabi_flu from glenmark covid19 treatment drugs available - 1 tab costs rs.103 https://t.co/od5yzpih58
230,230,1275083911513518085,0,"introducing long term antimicrobial solutions from thermal corrosion solutions llc
https://t.co/mxd1adejmi
#antimicrobial #cleaner #microbial #sanitizer #janitorial #solutions #covid19 #mrsa #flu #coronavirus #pandemic"
231,231,1273066998252142593,0,"perfect storm of sars-cov-2 during flu season https://t.co/pzmzh1im3x minimize double whammy infections. maximizing influenza vaccine uptake during the covid-19 pandemic is super important. #covid19 #year2021 #dumptrump 
#trumppandemicfailure #bluewave2020 #votebymail"
232,232,1273093042115731456,1,covid-19: preparations for southern #flu season must be a priority - modern diplomacy #coronavirus #covid19  https://t.co/xeagrsmrti
233,233,1274389542536204288,1,"the spanish flu and world war i halted growth in global trade, finance and migration. it took more than half a century to recover. will the same happen now? #globalization #covid19 https://t.co/dz6qsivioh via @wsj"
234,234,1275390806648451072,0,"@neighbour_s @4corners @anneconnollyabc @suzannedredge @l_day thousands die every year from the flu.

the coronavirus is in the flu vaccine, check it out for your self, stop the ignorance &amp; cover up. and people die from this vaccine, fauci even sad so.

#4corners #auspol #covid19vic #covid19 https://t.co/ohwwtgnf1v"
235,235,1275617138565361665,1,01-mar-2020 ::  origin of the #coronavirus #covid19 https://t.co/eryn40si82 coronavirus: china had ten times more ‘flu’ cases than usual in december @thetimes https://t.co/8d72rwfwlc
236,236,1274183518067834880,0,"@markandrewdarc2 @wiqidbritt @fishstix @maximilian_ sure but if you contract covid19 and are “fine”, this will put you at high risk when the next mutation of either the seasonal flu or the next mutation of the coronavirus comes and at that point, it’s likely to be significantly worse for you."
237,237,1273282325271511042,1,"#covid19 ""but it's just flu, right?"". 

the coronavirus has killed more americans than any flu season since 1918. https://t.co/rwduoolhqv"
238,238,1220016195539214339,0,imagine weaponizing disease. bio terror.  #wuhancoronavirus #wuhansars #wuhanoutbreak #coronovirus #chinavirus #bioterrorism #wuflu https://t.co/cy6z83jwn7
239,239,1274791032991870976,0,"certificate of vaccination id 19 - 1=a 9=i
don't trust gates. gates asshoe!
#covid19 #coronavirus #vaccines #billgates #who #cdc #nih #lockdown #thetruthaboutvaccines #vaxxer #flu #hcq #hydroxychlorquine #qanon #maga #kag #scamdemic #pandemic #obamagate #exposebillgates https://t.co/hlefcsevyn https://t.co/xta9j4ccjp"
240,240,1275686168068317184,1,"are you staying safe at home ?
it is important that parents, caregivers and teachers continue to teach children to observe good health habits in order to help prevent the spread of colds and the flu, as well as #covid19

visit https://t.co/gfsmzyzz8t and @minofhealthug for more"
241,241,1219978907711090689,0,@whitehouse to everyone please be very careful this flu season had bring a new flu virus 🦠 the cdc has called this new virus gop stay away as much as you can.
242,242,1274554554865070081,0,new england journal of medicine: coronavirus could be no worse than flu #covid19 https://t.co/3bqzez2gz8 via @breitbartnews
243,243,1273640717143793665,1,"okay, so nepal has finally entered the ""coronavirus infection is just a flu"" stage from today!!

let's not forget the devastation that mentality caused in the us!!

#stayhome #covid19 #nepal #nepali #thisweekinnepal"
244,244,1274029640764370944,1,"more than 20,000 more deaths from #covid19 in the us in less than a month!  yea, it’s just the flu.  yea, it will go away when the weather warms up. in addition to covid, we’re also suffering from a stupidity pandemic here in the us of a. #coronavirus"
245,245,1273005607369531393,1,"#covid19 is not the same as the flu. 

let this be your final warning.

 https://t.co/c9vcvfe455 via @nypostsports"
246,246,1275902047997456386,1,"any ignoramus who still thinks #covid19 is just a flu should read this.

#coronavirus

https://t.co/eryxr03hcf"
247,247,1274023509707104256,1,"@derekjames150 how imbecile one has to be in order to support a 💩like #borisjohnson #donaldtrump #jairbolsonaro, responsible for tens of thousands of deaths, one sob who said “#covid19 #coronavirus is just a normal #flu”, #drinkbleach etc??? #borisjohnsonmustgo #dumptrump #trumpdeathtoll120k"
248,248,1219976981330190338,1,"@who @cdcgov @cdcemergency @cdc_ehealth @cdcflu @who_europe @unitednationsgh @un_enable 
#coronavirus spreading, mutating and adapting. now in 5 countries across 3 continents. international health emergency and international quarantine protocols needs to be declared.
#pandemic"
